iter	Logloss
180	0.4005437709
181	0.4004841037
182	0.4004247648
183	0.4003761263
184	0.4003206549
185	0.4002641352
186	0.4002137625
187	0.4001574323
188	0.4001042052
189	0.4000591748
190	0.4000068258
191	0.39995923
192	0.3999041835
193	0.3998496358
194	0.3998033737
195	0.3997581816
196	0.3997114414
197	0.3996650429
198	0.3996121186
199	0.3995665311
200	0.3995232228
201	0.3994785789
202	0.3994336392
203	0.3993858054
204	0.3993431935
205	0.3992984272
206	0.3992600572
207	0.3992173544
208	0.3991772426
209	0.3991400124
210	0.3991024198
211	0.3990624881
212	0.3990210616
213	0.3989798039
214	0.398943
215	0.3989032485
216	0.3988598071
217	0.3988274486
218	0.398790281
219	0.3987593156
220	0.3987273141
221	0.3986887077
222	0.398655991
223	0.3986188099
224	0.3985847565
225	0.398554797
226	0.3985227128
227	0.3984939098
228	0.3984563545
229	0.3984262628
230	0.3983932261
231	0.3983548265
232	0.3983212646
233	0.3982878712
234	0.3982537322
235	0.398222507
236	0.3981883927
237	0.3981550821
238	0.3981237275
239	0.3980939017
240	0.3980631331
241	0.3980286957
242	0.3980010225
243	0.3979727575
244	0.3979459229
245	0.397918407
246	0.3978907438
247	0.3978671878
248	0.3978396932
249	0.3978115549
250	0.3977818588
251	0.3977505514
252	0.3977225286
253	0.3976951464
254	0.3976702948
255	0.3976436639
256	0.3976181375
257	0.3975922612
258	0.3975633484
259	0.3975357739
260	0.3975113186
261	0.3974879632
262	0.3974598446
263	0.3974355948
264	0.3974083353
265	0.3973862797
266	0.397363773
267	0.3973392918
268	0.397316439
269	0.3972915174
270	0.3972684651
271	0.3972469438
272	0.3972244014
273	0.3972017306
274	0.3971800834
275	0.3971593755
276	0.3971373457
277	0.3971157327
278	0.3970914092
279	0.3970690512
280	0.3970440573
281	0.3970210182
282	0.3969965761
283	0.3969727072
284	0.3969510903
285	0.3969281398
286	0.3969063015
287	0.39688659
288	0.3968648166
289	0.3968432264
290	0.3968251477
291	0.3968049764
292	0.3967862612
293	0.3967679246
294	0.3967480975
295	0.3967296669
296	0.396711141
297	0.3966914127
298	0.3966733017
299	0.3966546628
300	0.3966356947
301	0.3966172356
302	0.396600466
303	0.3965810423
304	0.396563025
305	0.3965427796
306	0.3965246129
307	0.3965061127
308	0.3964892037
309	0.3964725041
310	0.3964541313
311	0.3964360104
312	0.3964183197
313	0.3963999385
314	0.396382177
315	0.3963655979
316	0.3963489746
317	0.3963335602
318	0.3963169866
319	0.3962984813
320	0.3962815383
321	0.3962651224
322	0.3962494706
323	0.3962342553
324	0.3962186092
325	0.3962029682
326	0.3961883166
327	0.3961723498
328	0.3961586308
329	0.3961429457
330	0.396126331
331	0.3961122605
332	0.3960971264
333	0.3960815424
334	0.3960677565
335	0.3960538789
336	0.3960399236
337	0.3960249926
338	0.3960098867
339	0.3959946854
340	0.3959827678
341	0.3959680021
342	0.395953714
343	0.3959397421
344	0.395925793
345	0.3959101906
346	0.3958976578
347	0.3958864423
348	0.3958718644
349	0.3958586177
350	0.3958452027
351	0.395832355
352	0.3958195622
353	0.395807348
354	0.3957956222
355	0.3957829623
356	0.3957702156
357	0.3957578252
358	0.3957451309
359	0.3957318316
360	0.3957183255
361	0.3957068141
362	0.3956934883
363	0.3956817425
364	0.3956694893
365	0.3956584631
366	0.3956458383
367	0.3956324951
368	0.3956203896
369	0.3956069433
370	0.395595486
371	0.3955844251
372	0.3955730281
373	0.3955599771
374	0.395550066
375	0.3955385196
376	0.3955259246
377	0.3955149746
378	0.3955034897
379	0.3954925209
380	0.3954806027
381	0.3954689197
382	0.3954586273
383	0.3954479913
384	0.3954361953
385	0.395423921
386	0.3954143445
387	0.3954039396
388	0.3953948267
389	0.3953849781
390	0.3953720197
391	0.3953617722
392	0.395351614
393	0.3953416306
394	0.3953310799
395	0.395319997
396	0.3953100095
397	0.3953000669
398	0.3952897196
399	0.3952800776
400	0.3952714963
401	0.3952623897
402	0.3952524396
403	0.3952420805
404	0.3952304423
405	0.3952216893
406	0.3952113484
407	0.3952019418
408	0.3951920368
409	0.3951816559
410	0.3951722004
411	0.3951627586
412	0.3951512015
413	0.3951422036
414	0.3951327272
415	0.3951235915
416	0.3951145801
417	0.3951055283
418	0.3950954559
419	0.3950865839
420	0.3950784545
421	0.395068726
422	0.3950603915
423	0.3950516736
424	0.3950435908
425	0.3950348513
426	0.3950268281
427	0.3950184993
428	0.3950094229
429	0.3950000533
430	0.3949908392
431	0.3949817067
432	0.3949741066
433	0.3949642544
434	0.3949552084
435	0.3949444758
436	0.3949357313
437	0.39492816
438	0.3949198325
439	0.3949114901
440	0.3949036851
441	0.3948948983
442	0.3948862922
443	0.3948781309
444	0.3948695879
445	0.3948617527
446	0.3948539279
447	0.3948466403
448	0.3948372613
449	0.3948277137
450	0.3948195985
451	0.3948119693
452	0.394803998
453	0.3947968276
454	0.3947891789
455	0.3947810655
456	0.3947733418
457	0.39476478
458	0.3947571749
459	0.394749417
460	0.3947419656
461	0.3947346769
462	0.3947279786
463	0.3947208297
464	0.3947123578
465	0.3947046946
466	0.3946967825
467	0.3946895769
468	0.3946816558
469	0.3946742897
470	0.3946663274
471	0.3946594746
472	0.3946516359
473	0.3946432691
474	0.3946357366
475	0.3946288573
476	0.394620444
477	0.3946139045
478	0.394605092
479	0.3945976745
480	0.3945896012
481	0.3945836511
482	0.3945760433
483	0.3945685781
484	0.3945591558
485	0.3945511114
486	0.3945447412
487	0.394537534
488	0.3945302533
489	0.3945242127
490	0.3945160594
491	0.3945089857
492	0.3945024412
493	0.3944945931
494	0.3944885495
495	0.394482319
496	0.3944762018
497	0.3944696194
498	0.3944630996
499	0.394456733
500	0.3944490623
501	0.3944425428
502	0.3944354038
503	0.3944268038
504	0.3944198276
505	0.3944118771
506	0.3944044432
507	0.394397674
508	0.3943896075
509	0.3943813851
510	0.3943745007
511	0.3943678237
512	0.3943596905
513	0.3943527548
514	0.3943465418
515	0.3943392263
516	0.394332777
517	0.3943263476
518	0.3943196742
519	0.3943126063
520	0.3943060599
521	0.3942998937
522	0.3942943799
