iter	Logloss
261	0.3973484373
262	0.3973220987
263	0.3972979925
264	0.3972711098
265	0.3972522508
266	0.3972256933
267	0.3972008551
268	0.3971773016
269	0.3971538029
270	0.397129101
271	0.3971043629
272	0.3970815278
273	0.3970616023
274	0.3970391651
275	0.3970138311
276	0.3969931131
277	0.3969717233
278	0.3969512984
279	0.3969312063
280	0.3969131456
281	0.3968936574
282	0.3968710339
283	0.3968505114
284	0.3968288355
285	0.3968073487
286	0.3967880281
287	0.396769792
288	0.3967520376
289	0.3967328278
290	0.3967119792
291	0.396692438
292	0.3966700645
293	0.3966520466
294	0.3966331482
295	0.3966111575
296	0.3965934492
297	0.3965750512
298	0.3965567832
299	0.3965383065
300	0.3965178265
301	0.3964975373
302	0.3964800947
303	0.3964623472
304	0.3964450142
305	0.3964262879
306	0.396409435
307	0.3963928662
308	0.3963755937
309	0.3963589211
310	0.3963436439
311	0.3963271722
312	0.3963102608
313	0.3962937684
314	0.3962771043
315	0.3962590463
316	0.3962444278
317	0.3962289167
318	0.3962132323
319	0.396198266
320	0.3961819716
321	0.3961667306
322	0.3961508109
323	0.3961335914
324	0.39611799
325	0.3961034578
326	0.3960873611
327	0.3960729574
328	0.3960593051
329	0.3960425301
330	0.3960264704
331	0.3960122065
332	0.3959966613
333	0.3959829842
334	0.395968633
335	0.3959566713
336	0.3959413569
337	0.3959260679
338	0.3959131451
339	0.3958980153
340	0.3958833063
341	0.3958696054
342	0.395856171
343	0.3958424959
344	0.3958297864
345	0.3958170124
346	0.3958035226
347	0.3957904739
348	0.3957784848
349	0.3957663598
350	0.395754288
351	0.3957431105
352	0.3957289822
353	0.3957180624
354	0.3957051133
355	0.3956920841
356	0.3956797924
357	0.3956671171
358	0.3956551214
359	0.395642383
360	0.395631179
361	0.3956198883
362	0.3956094367
363	0.3955973219
364	0.3955847747
365	0.3955743141
366	0.3955630748
367	0.3955520144
368	0.3955402097
369	0.3955291184
370	0.3955170492
371	0.395504953
372	0.3954929509
373	0.395482046
374	0.3954719563
375	0.3954610466
376	0.3954506905
377	0.3954391285
378	0.3954296836
379	0.3954188445
380	0.3954068548
381	0.3953957443
382	0.3953850385
383	0.3953751173
384	0.3953633457
385	0.3953526858
386	0.3953421587
387	0.395330808
388	0.3953204277
389	0.3953098823
390	0.3952994593
391	0.3952907762
392	0.3952814123
393	0.3952720799
394	0.3952633154
395	0.3952537808
396	0.3952442497
397	0.3952333341
398	0.3952245615
399	0.3952142767
400	0.3952029054
401	0.3951910459
402	0.3951817062
403	0.3951730366
404	0.3951627796
405	0.3951521142
406	0.3951418916
407	0.3951336032
408	0.3951243151
409	0.3951155563
410	0.3951064917
411	0.3950965501
412	0.3950887553
413	0.3950796526
414	0.3950711353
415	0.3950625194
416	0.3950537118
417	0.3950440037
418	0.3950332128
419	0.3950242272
420	0.3950158408
421	0.3950070242
422	0.3949977736
423	0.3949883052
424	0.3949807223
425	0.3949724526
426	0.3949653702
427	0.3949576807
428	0.3949503954
429	0.3949417235
430	0.3949339121
431	0.39492678
432	0.3949189675
433	0.3949108194
434	0.3949027443
435	0.3948943275
436	0.3948870969
437	0.3948785996
438	0.3948705073
439	0.3948637322
440	0.3948546674
441	0.3948471157
442	0.3948391236
443	0.3948312488
444	0.3948227878
445	0.3948135566
446	0.3948061416
447	0.3947985735
448	0.3947905085
449	0.3947825473
450	0.394774476
451	0.3947671069
452	0.3947600937
453	0.3947517348
454	0.3947440595
455	0.3947361322
456	0.3947282932
457	0.3947203026
458	0.3947128369
459	0.3947070027
460	0.3946983734
461	0.3946908344
462	0.3946830971
463	0.3946753518
464	0.3946671389
465	0.394659162
466	0.3946519974
467	0.3946447539
468	0.3946377003
469	0.3946303898
470	0.394623064
471	0.3946157397
472	0.3946091517
473	0.3946012747
474	0.3945944011
475	0.394588424
476	0.3945810695
477	0.3945736517
478	0.3945675942
479	0.3945610742
480	0.3945531339
481	0.3945464752
482	0.394539214
483	0.3945333269
484	0.3945254563
485	0.3945178167
486	0.3945107895
487	0.3945050201
488	0.394496813
489	0.394489009
490	0.3944820648
491	0.3944742348
492	0.3944679519
493	0.3944612143
494	0.3944541743
495	0.3944473364
496	0.394441318
497	0.3944345803
498	0.3944265688
499	0.3944194882
500	0.3944118906
501	0.3944059107
502	0.3943990447
503	0.3943941991
504	0.3943877442
505	0.3943816958
506	0.3943754732
507	0.3943694046
508	0.3943640555
509	0.3943572121
510	0.3943503273
511	0.3943430584
512	0.3943379528
513	0.394330534
514	0.3943227121
515	0.3943161922
516	0.3943102754
517	0.3943034731
518	0.3942975985
519	0.3942911119
520	0.3942856006
521	0.3942802228
522	0.394274385
523	0.394268159
524	0.3942621578
525	0.3942552369
526	0.3942501802
527	0.3942427383
528	0.3942360433
529	0.3942293114
530	0.3942226678
531	0.3942169942
532	0.3942099562
533	0.3942048727
534	0.3941989194
535	0.3941935954
536	0.39418588
537	0.3941797404
538	0.3941737504
539	0.3941685117
540	0.3941628919
541	0.3941565124
542	0.3941510543
543	0.3941458887
544	0.3941400955
545	0.3941331112
546	0.394127212
547	0.3941208483
548	0.3941141685
549	0.3941071743
550	0.3941008983
551	0.3940952574
552	0.3940897487
553	0.3940839605
554	0.3940785264
555	0.3940720657
556	0.3940660215
557	0.394061204
558	0.3940563544
559	0.3940505729
560	0.3940444609
561	0.3940396727
562	0.3940337525
563	0.3940286564
564	0.394021397
565	0.3940157504
566	0.3940104173
567	0.3940044276
568	0.3939970191
569	0.393990589
570	0.3939847204
571	0.3939793992
572	0.3939740933
573	0.3939681721
574	0.3939612118
575	0.3939558589
576	0.393950498
577	0.3939445971
578	0.3939382836
579	0.3939321302
580	0.3939263478
581	0.3939199222
582	0.3939151314
583	0.3939108822
584	0.3939034189
585	0.3938983124
586	0.3938915175
587	0.3938848014
588	0.3938788756
589	0.3938737578
590	0.3938689952
591	0.3938624358
592	0.393858536
593	0.3938515648
594	0.3938469657
595	0.3938419573
596	0.3938356687
597	0.393829563
598	0.3938221116
599	0.393816292
600	0.3938115961
601	0.393805143
602	0.393800643
603	0.3937946464
604	0.3937894232
605	0.3937844773
606	0.393778611
607	0.3937730466
608	0.3937662845
609	0.393761197
610	0.393756708
611	0.3937512393
612	0.393744133
613	0.3937384501
614	0.3937327918
615	0.3937270017
616	0.3937207083
617	0.3937163849
618	0.3937108421
619	0.3937048025
620	0.3936992129
621	0.3936933111
622	0.3936877202
623	0.3936817603
624	0.3936765003
625	0.3936703126
626	0.3936642418
627	0.3936583387
628	0.3936537045
629	0.3936490188
630	0.3936414372
631	0.3936361265
632	0.3936303762
633	0.3936248717
634	0.3936200486
635	0.3936136958
636	0.3936071498
637	0.3936023027
638	0.3935962112
639	0.3935916001
640	0.3935860218
641	0.393580851
642	0.3935759291
643	0.3935689137
644	0.3935636436
645	0.393559711
646	0.3935543762
647	0.3935485597
648	0.393543768
649	0.3935377408
650	0.393532384
651	0.3935267537
652	0.3935207109
653	0.3935162136
654	0.3935103645
655	0.3935056033
656	0.3934981392
657	0.3934933793
658	0.3934885684
659	0.3934835892
660	0.3934778258
661	0.3934708707
662	0.3934654471
663	0.3934603219
664	0.3934551468
665	0.3934498464
666	0.3934432959
667	0.3934391857
668	0.3934327398
669	0.3934270741
670	0.3934224622
671	0.3934165428
672	0.3934117624
673	0.3934065143
674	0.3933997195
675	0.3933943273
676	0.3933897535
677	0.3933835915
678	0.3933768536
679	0.3933717807
680	0.3933651211
681	0.3933603313
682	0.3933547917
683	0.3933489532
684	0.3933439152
685	0.3933383805
686	0.3933329562
687	0.3933274262
688	0.3933221161
689	0.3933174888
690	0.3933124847
691	0.3933062433
692	0.3933006752
693	0.3932968649
694	0.3932912672
695	0.3932865048
696	0.3932806094
697	0.3932750783
698	0.393270161
699	0.3932641214
700	0.3932583071
701	0.3932535183
702	0.3932474635
703	0.3932431693
704	0.3932383504
705	0.3932329071
706	0.3932282452
707	0.3932228948
708	0.3932175058
709	0.3932128119
710	0.3932073084
711	0.3932016485
712	0.3931961386
713	0.3931896488
714	0.3931833002
715	0.3931781313
716	0.3931732288
717	0.3931687369
718	0.3931632194
719	0.3931572108
720	0.393152409
721	0.3931465481
722	0.3931408014
723	0.3931366544
724	0.393133185
725	0.3931291671
726	0.3931236892
727	0.3931188687
728	0.3931145379
729	0.3931084757
730	0.3931041657
731	0.3930990075
732	0.3930933414
733	0.3930886709
734	0.3930836463
735	0.3930778397
736	0.3930736858
737	0.3930688881
738	0.3930627889
739	0.3930580269
740	0.3930520775
741	0.3930467946
742	0.3930426904
743	0.3930375313
744	0.3930319364
745	0.3930274478
746	0.3930227581
747	0.393017379
748	0.3930135063
749	0.3930079426
750	0.3930031655
751	0.392997881
752	0.392991309
753	0.3929847718
754	0.3929798981
755	0.3929752829
756	0.39297073
757	0.3929658425
758	0.3929623026
759	0.3929580481
760	0.3929528167
761	0.3929473883
762	0.3929424426
763	0.3929357789
764	0.3929313387
765	0.3929266275
766	0.3929210607
767	0.3929170105
768	0.3929115385
769	0.3929067026
770	0.3929005336
771	0.3928966675
772	0.3928916131
773	0.3928859254
774	0.392880895
775	0.3928767991
776	0.3928719602
777	0.3928667049
778	0.3928618135
779	0.3928579382
780	0.3928527749
781	0.3928478968
782	0.3928431268
783	0.3928373636
784	0.3928333515
785	0.3928288676
786	0.3928236157
787	0.3928179726
788	0.3928119747
789	0.3928064137
790	0.3928014835
791	0.3927972549
792	0.3927929012
793	0.3927878809
794	0.3927813373
795	0.3927755979
796	0.3927704059
797	0.3927655159
798	0.3927601819
799	0.392756037
800	0.3927492691
801	0.3927445849
802	0.3927389438
803	0.3927329886
804	0.3927271471
805	0.3927226304
806	0.3927176129
807	0.3927115039
808	0.392706792
809	0.3927006091
810	0.3926962634
811	0.3926898175
812	0.3926853533
813	0.3926795115
814	0.3926739721
815	0.3926691806
816	0.3926626175
817	0.3926573944
818	0.3926523421
819	0.3926467092
820	0.3926423101
821	0.392637767
822	0.3926334834
823	0.3926278687
824	0.3926232414
825	0.3926180062
826	0.3926121826
827	0.3926070791
828	0.3926020779
829	0.392597084
830	0.3925920668
831	0.3925862214
832	0.3925813024
833	0.3925763199
834	0.3925706103
835	0.3925660225
836	0.3925600648
837	0.3925560407
838	0.392550799
839	0.3925457919
840	0.3925414668
841	0.392536891
842	0.3925316995
843	0.3925275602
844	0.392523348
845	0.3925179177
846	0.3925143076
847	0.3925094263
848	0.3925053339
849	0.3925001603
850	0.3924944775
851	0.3924906373
852	0.3924859304
853	0.3924831681
854	0.3924793821
855	0.3924748633
856	0.3924703636
857	0.3924656177
858	0.3924607185
859	0.3924558399
860	0.3924514561
861	0.3924466376
862	0.3924416697
863	0.3924363846
864	0.3924300781
865	0.3924251719
866	0.3924195111
867	0.3924144679
868	0.3924077346
869	0.3924024321
870	0.3923970624
871	0.3923925267
872	0.3923866799
873	0.3923819157
874	0.3923749412
875	0.3923694535
876	0.3923642405
877	0.3923588666
878	0.3923553364
879	0.3923519136
880	0.3923463398
881	0.3923417591
882	0.3923360689
883	0.3923320422
884	0.3923272118
885	0.3923215907
886	0.392316014
887	0.3923107371
888	0.3923057256
889	0.3923010761
890	0.3922964819
891	0.3922920826
892	0.392288238
893	0.3922833485
894	0.3922782793
895	0.3922737206
896	0.3922696758
897	0.3922651407
898	0.3922591231
899	0.3922560136
900	0.3922518145
901	0.3922469757
902	0.3922422277
903	0.392236756
904	0.3922313761
905	0.3922276403
906	0.3922225447
907	0.3922187986
908	0.3922143821
909	0.3922089497
910	0.3922041833
911	0.3921989951
912	0.3921933964
913	0.3921874227
914	0.3921829481
915	0.3921781144
916	0.3921737637
917	0.3921677399
918	0.3921624808
919	0.3921579124
920	0.3921532182
921	0.3921481963
922	0.3921441523
923	0.3921401118
924	0.3921354781
925	0.3921292263
926	0.3921259057
927	0.392121649
928	0.3921179631
929	0.3921129346
930	0.3921082224
931	0.3921022312
932	0.3920973263
933	0.3920932492
934	0.3920891224
935	0.3920843026
936	0.3920796748
937	0.3920749718
938	0.392069934
939	0.3920662748
940	0.3920629427
941	0.3920577789
942	0.3920541199
943	0.3920493257
944	0.3920446916
945	0.39204155
946	0.3920367456
947	0.3920316582
948	0.3920260587
949	0.392020205
950	0.3920156341
951	0.3920100676
952	0.3920046401
953	0.3920009363
954	0.3919965534
955	0.3919917217
956	0.3919875601
957	0.3919832801
958	0.3919786556
959	0.3919750033
960	0.3919695194
961	0.3919638767
962	0.3919592447
963	0.3919554285
964	0.3919505417
965	0.3919454608
966	0.3919426226
967	0.3919369043
968	0.3919316881
969	0.391927421
970	0.3919222445
971	0.3919170114
972	0.3919111697
973	0.3919063649
974	0.3919013805
975	0.3918968399
976	0.3918935136
977	0.3918870846
978	0.3918819227
979	0.3918743149
980	0.3918696124
981	0.3918645083
982	0.3918591891
983	0.3918541077
984	0.3918488886
985	0.3918442652
986	0.3918400372
987	0.3918344509
988	0.3918302155
989	0.3918257831
990	0.3918210953
991	0.3918163604
992	0.3918110886
993	0.3918068439
994	0.3918019021
995	0.3917979177
996	0.3917930196
997	0.3917873682
998	0.3917825047
999	0.3917783334
